date,country,project_name,sector,notice_type,download_link,url
N/A,N/A,N/A,N/A,N/A,N/A,https://www.aiib.org/en/opportunities/business/project-procurement/_download/Philippines/52310phi_BCIBP-CP6-24Z00016_FINAL-IFB.pdf
