date,country,project_name,sector,notice_type,download_link,url
"Nov 25, 2024",Lao PDR,Climate Resilience Improvement of National Road 13 South Project (Section 3),Transport,Specific Procurement Notice,https://www.aiib.org/en/opportunities/business/project-procurement/_download/Lao-pdr/SPN-4-Bridges-NR13S.pdf,https://www.aiib.org/en/opportunities/business/project-procurement/list.html
