issue_date,closing_date,location,project_name,project_link,sector,contract,notice_type
20 Feb 2025,03 Apr 2025,Tunisia,Small Cities Sanitation Programme,https://www.ebrd.com/work-with-us/procurement/p-pn250220.html,Municipal and environmental infrastructure,"Project goods, works and services",Invitation for tenders
