date,country,project_name,sector,notice_type,download_link,url
N/A,N/A,N/A,N/A,N/A,N/A,https://www.aiib.org/en/opportunities/business/project-procurement/_download/Georgia/FINAL-Specific-Procurement-Notice.pdf
N/A,N/A,N/A,N/A,N/A,N/A,https://www.aiib.org/en/opportunities/business/project-procurement/_download/India/REOI.pdf
N/A,N/A,N/A,N/A,N/A,N/A,https://www.aiib.org/en/opportunities/business/project-procurement/_download/pakistan/REOI-Climate-Template.pdf
N/A,N/A,N/A,N/A,N/A,N/A,https://www.aiib.org/en/opportunities/business/project-procurement/_download/pakistan/REOI-Template-Envronmental-13-11-24.pdf
N/A,N/A,N/A,N/A,N/A,N/A,https://www.aiib.org/en/opportunities/business/project-procurement/_download/pakistan/REOI-Template-Social-Development.pdf
