publish_date,country,title,sector,url
17-Apr-2025,RDC,AMI - RDC - Recrutement d’un consultant (firme) chargé l’élaboration de l’étude de faisabilité et d’un plan d’affaires de bourse de valeurs mobilières - PADSFI,Democratic Republic of Congo - Finance - Procurement notices - Project-related Procurement - Request for Expression of Interest,https://www.afdb.org/en/documents/ami-rdc-recrutement-dun-consultant-firme-charge-lelaboration-de-letude-de-faisabilite-et-dun-plan-daffaires-de-bourse-de-valeurs-mobilieres-padsfi
18-Apr-2025,Tchad,AMI - Tchad - Recrutement d’un bureau chargé de réaliser une situation de référence - P2-P2RS,Agriculture & Agro-industries - Chad - P-Z1-C00-098 - Procurement notices - Project-related Procurement - Request for Expression of Interest,https://www.afdb.org/en/documents/ami-tchad-recrutement-dun-bureau-charge-de-realiser-une-situation-de-reference-p2-p2rs
18-Apr-2025,Tchad,AAO - Tchad - Acquisition des urées et NKP en appui aux producteurs - P2-P2RS,Agriculture & Agro-industries - Chad - Procurement notices - Project-related Procurement - Invitation for Bids,https://www.afdb.org/en/documents/aao-tchad-acquisition-des-urees-et-nkp-en-appui-aux-producteurs-p2-p2rs
18-Apr-2025,Maroc,PPM - Maroc - Projet d'appui à l'amélioration du climat des affaires et à la relance (simplifié) - PAACAR,Morocco - Procurement notices - Project-related Procurement - Procurement plans,https://www.afdb.org/en/documents/ppm-maroc-projet-dappui-lamelioration-du-climat-des-affaires-et-la-relance-simplifie-paacar
18-Apr-2025,Tchad,"AMI - Tchad - Recrutement d’un cabinet pour les études techniques, élaboration des dao, la supervision et le contrôle des travaux d’aménagement hydro-agricole et pastorale du projet 2 - P2-P2RS",Agriculture & Agro-industries - Chad - P-Z1-C00-098 - Procurement notices - Project-related Procurement - Request for Expression of Interest,https://www.afdb.org/en/documents/ami-tchad-recrutement-dun-cabinet-pour-les-etudes-techniques-elaboration-des-dao-la-supervision-et-le-controle-des-travaux-damenagement-hydro-agricole-et-pastorale-du-projet-2-p2-p2rs
18-Apr-2025,Tchad,"AMI - Tchad - Recrutement d’un cabinet pour les études techniques, élaboration des dao, la supervision et le contrôle des travaux d’infrastructures socio-economiques du projet 2 - P2-P2RS",P-Z1-C00-098 - Procurement notices - Project-related Procurement - Request for Expression of Interest,https://www.afdb.org/en/documents/ami-tchad-recrutement-dun-cabinet-pour-les-etudes-techniques-elaboration-des-dao-la-supervision-et-le-controle-des-travaux-dinfrastructures-socio-economiques-du-projet-2-p2-p2rs
18-Apr-2025,Mali,AMI - Mali - Consultant-(Firme) - Réalisation d’une étude relative à l’analyse comparée de l’évolution du coût des travaux publics - PASG,Governance - Mali - P-ML-KF0-002 - Procurement notices - Project-related Procurement - Request for Expression of Interest,https://www.afdb.org/en/documents/ami-mali-consultant-firme-realisation-dune-etude-relative-lanalyse-comparee-de-levolution-du-cout-des-travaux-publics-pasg
18-Apr-2025,Tchad,AMI - Tchad - Recrutement d’un (e) consultant (e) chargé (e) d’élaborer un manuel de financement des sous projets - P2-P2RS,Agriculture & Agro-industries - Chad - P-Z1-C00-098 - Procurement notices - Project-related Procurement - Request for Expression of Interest,https://www.afdb.org/en/documents/ami-tchad-recrutement-dun-e-consultant-e-charge-e-delaborer-un-manuel-de-financement-des-sous-projets-p2-p2rs
18-Apr-2025,Tchad,AMI - Tchad - Recrutement d’un (e) consultant (e) chargé (e) d’élaborer la stratégie de communication - P2-P2RS,Agriculture & Agro-industries - Chad - P-Z1-C00-098 - Procurement notices - Project-related Procurement - Request for Expression of Interest,https://www.afdb.org/en/documents/ami-tchad-recrutement-dun-e-consultant-e-charge-e-delaborer-la-strategie-de-communication-p2-p2rs
18-Apr-2025,Tchad,AMI - Tchad - Recrutement d’un (e) consultant (e) chargé (e) d’élaborer un manuel de Suivi-Évaluation - P2-P2RS,Agriculture & Agro-industries - Chad - P-Z1-C00-098 - Procurement notices - Project-related Procurement - Request for Expression of Interest,https://www.afdb.org/en/documents/ami-tchad-recrutement-dun-e-consultant-e-charge-e-delaborer-un-manuel-de-suivi-evaluation-p2-p2rs
18-Apr-2025,Libya,"PPM - Libya - Strengthening the Regulatory, Legislative and Strategic Water Framework (Simplified)",Libya - Procurement notices - Water Supply & Sanitation - Project-related Procurement - Procurement plans,https://www.afdb.org/en/documents/ppm-libya-strengthening-regulatory-legislative-and-strategic-water-framework-simplified
18-Apr-2025,Tchad,AON - Tchad - Acquisition des moyens roulants - P2-P2RS,Agriculture & Agro-industries - Chad - Procurement notices - Project-related Procurement - Invitation for Bids,https://www.afdb.org/en/documents/aon-tchad-acquisition-des-moyens-roulants-p2-p2rs
18-Apr-2025,Tchad,"AMI - Tchad - Recrutement d’un (e) consultant (e) chargé (e) d’élaborer le manuel des procédures administratives, Comptables, Financières et de Passation des Marchés - P2-P2RS",Agriculture & Agro-industries - Chad - P-Z1-C00-098 - Procurement notices - Project-related Procurement - Request for Expression of Interest,https://www.afdb.org/en/documents/ami-tchad-recrutement-dun-e-consultant-e-charge-e-delaborer-le-manuel-des-procedures-administratives-comptables-financieres-et-de-passation-des-marches-p2-p2rs
18-Apr-2025,Tchad,"AMI - Tchad - Recrutement d’un cabinet pour les études techniques, élaboration des dao, la supervision et le contrôle des travaux de protection et de fixation de berge et des infrastructures de désenclavement du projet 2 - P2-P2RS",Agriculture & Agro-industries - Chad - P-Z1-C00-098 - Procurement notices - Project-related Procurement - Request for Expression of Interest,https://www.afdb.org/en/documents/ami-tchad-recrutement-dun-cabinet-pour-les-etudes-techniques-elaboration-des-dao-la-supervision-et-le-controle-des-travaux-de-protection-et-de-fixation-de-berge-et-des-infrastructures-de-desenclavement-du-projet-2-p2-p2rs
18-Apr-2025,Tchad,AMI - Tchad - Recrutement d’un (e) consultant (e) chargé (e) d’élaborer un manuel d’Exécution du projet - P2-P2RS,Agriculture & Agro-industries - Chad - P-Z1-C00-098 - Procurement notices - Project-related Procurement - Request for Expression of Interest,https://www.afdb.org/en/documents/ami-tchad-recrutement-dun-e-consultant-e-charge-e-delaborer-un-manuel-dexecution-du-projet-p2-p2rs
17-Apr-2025,Djibouti,AMI - Djibouti - Consultant international pour conduire le processus d’évaluation et de mise à jour du plan ORSEC dans le cadre du projet ADRIFI,Djibouti - Environment - Procurement notices - Project-related Procurement - Request for Expression of Interest,https://www.afdb.org/en/documents/ami-djibouti-consultant-international-pour-conduire-le-processus-devaluation-et-de-mise-jour-du-plan-orsec-dans-le-cadre-du-projet-adrifi
17-Apr-2025,Uganda,SPN - Uganda - Supply & commissioning of One Hundred (100) new Flat Wagons (with Collapsible Saddles or equivalent) and Training of Maintenance personnel -  EAC Railway Rehabilitation Project,Procurement notices - Transport - Uganda - Project-related Procurement - Invitation for Bids - Specific Procurement Notices,https://www.afdb.org/en/documents/spn-uganda-supply-commissioning-one-hundred-100-new-flat-wagons-collapsible-saddles-or-equivalent-and-training-maintenance-personnel-eac-railway-rehabilitation-project
17-Apr-2025,Individual Consultant for Project Investment Analysis and Modeling,Contract Awards - Individual Consultant for Project Investment Analysis and Modeling - PINS,Contract Awards to Consultants - Procurement notices - Project-related Procurement,https://www.afdb.org/en/documents/contract-awards-individual-consultant-project-investment-analysis-and-modeling-pins
17-Apr-2025,RDC,AMI - RDC - Recrutement d’un consultant (firme) chargé l’élaboration de l’étude de faisabilité et  d’un plan d’affaires de bourse de valeurs mobilières - PADSFI,Democratic Republic of Congo - Finance - Procurement notices - Project-related Procurement - Request for Expression of Interest,https://www.afdb.org/en/documents/ami-rdc-recrutement-dun-consultant-firme-charge-lelaboration-de-letude-de-faisabilite-et-dun-plan-daffaires-de-bourse-de-valeurs-mobilieres-padsfi
17-Apr-2025,Tunisie,AOI - Tunisie - Acquisition de 30 wagons trémies a voie métrique destinés pour le transport des céréales - PADIDFIC,Agriculture & Agro-industries - Procurement notices - Tunisia - Project-related Procurement - Invitation for Bids,https://www.afdb.org/en/documents/aoi-tunisie-acquisition-de-30-wagons-tremies-voie-metrique-destines-pour-le-transport-des-cereales-padidfic
17-Apr-2025,Kenya,GPN - Kenya - Last Mile Connectivity Project-III,Kenya - Procurement notices - Project-related Procurement - General Procurement Notices,https://www.afdb.org/en/documents/gpn-kenya-last-mile-connectivity-project-iii
17-Apr-2025,Djibouti,AMI - Djibouti - Consultant international pour conduire le processus d’évaluation et de mise à jour du plan ORSEC dans le cadre du projet ADRIFI,Djibouti - Environment - Procurement notices - Project-related Procurement - Request for Expression of Interest,https://www.afdb.org/en/documents/ami-djibouti-consultant-international-pour-conduire-le-processus-devaluation-et-de-mise-jour-du-plan-orsec-dans-le-cadre-du-projet-adrifi
17-Apr-2025,Uganda,SPN - Uganda - Supply & commissioning of One Hundred (100) new Flat Wagons (with Collapsible Saddles or equivalent) and Training of Maintenance personnel -  EAC Railway Rehabilitation Project,Procurement notices - Transport - Uganda - Project-related Procurement - Invitation for Bids - Specific Procurement Notices,https://www.afdb.org/en/documents/spn-uganda-supply-commissioning-one-hundred-100-new-flat-wagons-collapsible-saddles-or-equivalent-and-training-maintenance-personnel-eac-railway-rehabilitation-project
17-Apr-2025,Individual Consultant for Project Investment Analysis and Modeling,Contract Awards - Individual Consultant for Project Investment Analysis and Modeling - PINS,Contract Awards to Consultants - Procurement notices - Project-related Procurement,https://www.afdb.org/en/documents/contract-awards-individual-consultant-project-investment-analysis-and-modeling-pins
16-Apr-2025,Mali,AMI - Mali - Consultant(e) Individuel(le) en qualité de Responsable Administratif et Financier (RAF) de la Cellule d’Exécution du Projet (CEP) - PAAEPAR-3C2K,Climate Change - COVID-19 - Mali - P-ML-E00-011 - Procurement notices - Project-related Procurement - Request for Expression of Interest,https://www.afdb.org/en/documents/ami-mali-consultante-individuelle-en-qualite-de-responsable-administratif-et-financier-raf-de-la-cellule-dexecution-du-projet-cep-paaepar-3c2k
16-Apr-2025,Eritrea,SPN - Eritrea - Solar powered Irrigation System Consultancy Service - DRSLP V,Agriculture & Agro-industries - Eritrea - Procurement notices - Project-related Procurement - Invitation for Bids - Specific Procurement Notices,https://www.afdb.org/en/documents/spn-eritrea-solar-powered-irrigation-system-consultancy-service-drslp-v
16-Apr-2025,Sénégal,"Attribution de marchés - Sénégal - Acquisition d’équipements informatiques pour les CTI pilotes et les SFD bénéficiaires + équipements d'infrastructures (Switchs, Routeurs, Licences)",Finance - P-Z1-HA0-008 - Procurement notices - Senegal - Project-related Procurement - Contract Awards,https://www.afdb.org/en/documents/attribution-de-marches-senegal-acquisition-dequipements-informatiques-pour-les-cti-pilotes-et-les-sfd-beneficiaires-equipements-dinfrastructures-switchs-routeurs-licences
16-Apr-2025,Multinational,EOI - Multinational - Gender Action Learning Systems-GALS - ZAMCOM/PIDACC,Climate Change - P-Z1-C00-096 - Procurement notices - Project-related Procurement - Request for Expression of Interest,https://www.afdb.org/en/documents/eoi-multinational-gender-action-learning-systems-gals-zamcom/pidacc
16-Apr-2025,Multinational,EOI - Multinational - Early Warning System Consultancy - ZAMCOM/PIDACC,Climate Change - P-Z1-C00-096 - Procurement notices - Project-related Procurement - Request for Expression of Interest,https://www.afdb.org/en/documents/eoi-multinational-early-warning-system-consultancy-zamcom/pidacc
16-Apr-2025,Rwanda,EOI - Rwanda - Consultancy firm for development of compost and green manure and training to the project beneficiaries - FIP- PRODAR,Environment - P-RW-AAD-002 - Procurement notices - Rwanda - Project-related Procurement - Request for Expression of Interest,https://www.afdb.org/en/documents/eoi-rwanda-consultancy-firm-development-compost-and-green-manure-and-training-project-beneficiaries-fip-prodar
15-Apr-2025,Bénin,Attribution de contrats - Bénin - Recrutement d’un cabinet charge de l’élaboration des plans communautaires d’adaptation au changement climatique de la composante Bénin - PIDACC/BN,Benin - Climate Change - Procurement notices - Project-related Procurement - Contract Awards,https://www.afdb.org/en/documents/attribution-de-contrats-benin-recrutement-dun-cabinet-charge-de-lelaboration-des-plans-communautaires-dadaptation-au-changement-climatique-de-la-composante-benin-pidacc/bn
15-Apr-2025,Chad,AMI - Chad - Consultant chargé de la conception des plans architecturaux et le contrôle des travaux de construction du Centre d’Amélioration Génétique - PAPCV-VL,Agriculture & Agro-industries - Chad - P-TD-A00-008 - Procurement notices - Project-related Procurement - Request for Expression of Interest,https://www.afdb.org/en/documents/ami-chad-consultant-charge-de-la-conception-des-plans-architecturaux-et-le-controle-des-travaux-de-construction-du-centre-damelioration-genetique-papcv-vl
15-Apr-2025,Congo,AGPM - Congo - Etudes de faisabilité d’aménagements hydroélectriques au Congo,Congo - Energy & Power - Procurement notices - Project-related Procurement - General Procurement Notices,https://www.afdb.org/en/documents/agpm-congo-etudes-de-faisabilite-damenagements-hydroelectriques-au-congo
15-Apr-2025,Mozambique,PPM - Mozambique - Institutional Support Project for Business Environment and Governance (Simplified) - ISP-BEG,Governance - Mozambique - Procurement notices - Project-related Procurement - Procurement plans,https://www.afdb.org/en/documents/ppm-mozambique-institutional-support-project-business-environment-and-governance-simplified-isp-beg
15-Apr-2025,Bénin,PPM - Bénin - Projet BAD du programme d'assainissement pluvial des villes secondaires (simplifié) - PAPVS,Benin - Procurement notices - Project-related Procurement - Procurement plans,https://www.afdb.org/en/documents/ppm-benin-projet-bad-du-programme-dassainissement-pluvial-des-villes-secondaires-simplifie-papvs
15-Apr-2025,Togo,AMI - Togo - Recrutement d’un consultant au poste de comptable du projet - PTA-TOGO,Agriculture & Agro-industries - P-TG-AA0-014 - Procurement notices - Togo - Project-related Procurement - Request for Expression of Interest,https://www.afdb.org/en/documents/ami-togo-recrutement-dun-consultant-au-poste-de-comptable-du-projet-pta-togo
15-Apr-2025,Angola,"PPM - Angola - Feasibility Studies, of Shikolondo-Nzagi-Dundo Road and Border (Simplified)",Angola - Procurement notices - Transport - Project-related Procurement - Procurement plans,https://www.afdb.org/en/documents/ppm-angola-feasibility-studies-shikolondo-nzagi-dundo-road-and-border-simplified
15-Apr-2025,RDC,"AMI - RDC - Consultants/Firmes pour la réalisation des Activités d’Information, Education et Communication (IEC) ainsi que la mise en place des mécanismes de pérennisation des infrastructures d’eau potable et d’assainissement - PRISE 2",Democratic Republic of Congo - P-CD-E00-006 - Procurement notices - Water Supply & Sanitation - Project-related Procurement - Request for Expression of Interest,https://www.afdb.org/en/documents/ami-rdc-consultants/firmes-pour-la-realisation-des-activites-dinformation-education-et-communication-iec-ainsi-que-la-mise-en-place-des-mecanismes-de-perennisation-des-infrastructures-deau-potable-et-dassainissement-prise-2
15-Apr-2025,Congo,PPM - Congo - Etudes de faisabilité d’aménagements hydroélectriques au Congo,Congo - Energy & Power - Procurement notices - Project-related Procurement - Procurement plans,https://www.afdb.org/en/documents/ppm-congo-etudes-de-faisabilite-damenagements-hydroelectriques-au-congo
15-Apr-2025,Bénin,Attribution de contrats - Bénin - Recrutement d’un cabinet charge de l’élaboration des plans communautaires d’adaptation au changement climatique de la composante Bénin - PIDACC/BN,Benin - Climate Change - Procurement notices - Project-related Procurement - Contract Awards,https://www.afdb.org/en/documents/attribution-de-contrats-benin-recrutement-dun-cabinet-charge-de-lelaboration-des-plans-communautaires-dadaptation-au-changement-climatique-de-la-composante-benin-pidacc/bn
15-Apr-2025,Chad,AMI - Chad - Consultant chargé de la conception des plans architecturaux et le contrôle des travaux de construction du Centre d’Amélioration Génétique - PAPCV-VL,Agriculture & Agro-industries - Chad - P-TD-A00-008 - Procurement notices - Project-related Procurement - Request for Expression of Interest,https://www.afdb.org/en/documents/ami-chad-consultant-charge-de-la-conception-des-plans-architecturaux-et-le-controle-des-travaux-de-construction-du-centre-damelioration-genetique-papcv-vl
15-Apr-2025,Congo,AGPM - Congo - Etudes de faisabilité d’aménagements hydroélectriques au Congo,Congo - Energy & Power - Procurement notices - Project-related Procurement - General Procurement Notices,https://www.afdb.org/en/documents/agpm-congo-etudes-de-faisabilite-damenagements-hydroelectriques-au-congo
15-Apr-2025,Mozambique,PPM - Mozambique - Institutional Support Project for Business Environment and Governance (Simplified) - ISP-BEG,Governance - Mozambique - Procurement notices - Project-related Procurement - Procurement plans,https://www.afdb.org/en/documents/ppm-mozambique-institutional-support-project-business-environment-and-governance-simplified-isp-beg
15-Apr-2025,Bénin,PPM - Bénin - Projet BAD du programme d'assainissement pluvial des villes secondaires (simplifié) - PAPVS,Benin - Procurement notices - Project-related Procurement - Procurement plans,https://www.afdb.org/en/documents/ppm-benin-projet-bad-du-programme-dassainissement-pluvial-des-villes-secondaires-simplifie-papvs
15-Apr-2025,Togo,AMI - Togo - Recrutement d’un consultant au poste de comptable du projet - PTA-TOGO,Agriculture & Agro-industries - P-TG-AA0-014 - Procurement notices - Togo - Project-related Procurement - Request for Expression of Interest,https://www.afdb.org/en/documents/ami-togo-recrutement-dun-consultant-au-poste-de-comptable-du-projet-pta-togo
15-Apr-2025,Angola,"PPM - Angola - Feasibility Studies, of Shikolondo-Nzagi-Dundo Road and Border (Simplified)",Angola - Procurement notices - Transport - Project-related Procurement - Procurement plans,https://www.afdb.org/en/documents/ppm-angola-feasibility-studies-shikolondo-nzagi-dundo-road-and-border-simplified
15-Apr-2025,Zimbabwe,Contract Awards - Zimbabwe - Consultancy Services to for the development of the Corporate Governance Unit Management Information System Phase 3 (Data Analytics and Reporting) - ISSER,Economic & Financial Governance - Procurement notices - Zimbabwe - Project-related Procurement - Contract Awards,https://www.afdb.org/en/documents/contract-awards-zimbabwe-consultancy-services-development-corporate-governance-unit-management-information-system-phase-3-data-analytics-and-reporting-isser
